x_1_2,Var2,Var3,Var4,Var5,Var6,Var7,Var8
10012,5,,,,,,
ID_REF,Description,,parental,parentalAM,parentalAMB,BrM2a,Brm2a
208755_x_at,na,'CYB561',9007.52,10656.4,9875.56,10117.9,8777.95
208756_at,na,'AATF',2960.49,2661.24,3067.49,3185.96,2877.15
208757_at,na,'MAN2B1',1538.14,1558.8,1184.82,1634.67,2012.57
208758_at,na,'ITPA',2358.02,2278.05,2034.08,3271.96,2648.26
208759_at,na,'CENPF',853.231,914.367,894.322,726.359,680.476
208760_at,na,'QRICH1',398.116,317.798,465.448,288.215,393.903
208761_s_at,na,'SEC23IP',2290.92,2121.12,1868.45,1878.27,2322.97
208762_at,na,'NDUFAF3',130.067,131.461,88.1786,74.9077,97.0329
208763_s_at,na,'MBOAT7',298.186,521.473,420.233,447.717,512.992
208764_s_at,na,'RABGGTB',2320.04,2787.05,2755.24,3028.14,3116.41
208765_s_at,na,'RABGGTB',2044.77,2708.74,2414.64,2461.76,1159.41
208766_s_at,na,'IRS2',4110.12,3734.65,3963.51,3077.19,3693.25
208767_s_at,na,'IRS2',4314.12,3227.85,3268.76,3782.84,2987.42
208768_x_at,na,'ATP2A2',10151.7,11789.6,12019,12454.7,12548.8
208770_s_at,na,'DR1',619.98,720.008,490.713,429.183,453.266
208771_s_at,na,'DR1',2124.64,2795.83,2918.37,3256.47,3103.33
208772_at,na,'DIAPH1',421.542,365.162,362.985,459.881,369.226
208773_s_at,na,'TUBB6',617.114,609.418,660.216,567.713,682.094
208774_at,na,'KAT5',1000.17,851.643,914.888,799.864,582.508
208775_at,na,'PIM1',2758.64,3149.02,3640.09,3951.53,3137.59
208776_at,na,'CETN2',806.711,461.114,464.393,768.288,1062.19
208777_s_at,na,'WDR46',2859.97,2764.56,3673.57,2934,2484.63
208778_s_at,na,'BICD2',5246.28,3063.37,3474.3,3541.81,4364.46
208779_x_at,na,'LMO4',445.365,603.597,639.213,304.433,323.332
208780_x_at,na,'LMO4',7001.54,7186.74,7309.42,7013.07,6040.09
208781_x_at,na,'LOC100996517 /// LOC100996716 /// LOC102724364 /// SEC22B',2000.48,3011.79,2211.84,2024.04,1945.74
208782_at,na,'LOC100996517 /// LOC100996716 /// LOC102724364 /// SEC22B',4221.57,2808.48,3229.55,4933.5,3083.54
208783_s_at,na,'MPDU1',1090.29,902.778,910.63,832.374,710.881
208784_s_at,na,'FERMT2',1257.04,1564.36,1640.4,1197.77,1401.34
208785_s_at,na,'FERMT2',1447.17,1606.59,1392,1804.79,1961.86
208786_s_at,na,'KLF5',1485.47,1398.71,1231.96,1979.04,1963.65
208787_at,na,'KLF5',3578.27,2880.19,3048.04,3602.92,3718.24
208788_at,na,'CBR1',4633.25,4482.45,4020.57,3088.35,4013.73
208789_at,na,'EWSR1',3457.7,2701.77,3129.39,3535.56,2776.32
208790_s_at,na,'MFSD10',674.871,695.005,855.476,711.5,596.474
208793_x_at,na,'WDR45',372.625,580.95,565.023,353.051,364.993
208794_s_at,na,'WDR45',872.427,1207.62,1040.39,1101.91,570.814
208795_s_at,na,'SQLE',2651.93,2181.13,2426.6,1504.96,2255.12
208796_s_at,na,'NELFE',1724.95,1443.62,1420.93,1060.51,1718.97
208799_at,na,'OSBPL2',4420.81,3935.95,4083.09,4727.12,3907.69
208800_at,na,'OSBPL2',1151.47,895.586,845.339,1182.22,936.034
208801_at,na,'NDUFA2',4232.58,3573.12,3052.42,4291.42,3997.76
208802_at,na,'TNPO1',554.024,556.962,534.884,697.644,529.004
208803_s_at,na,'TNPO1',482.503,425.044,434.62,462.402,363.152
208804_s_at,na,'TUSC3',1989.49,1843.55,1904.03,1971.1,2345.44
208805_at,na,'TUSC3',6210.85,6046.42,6060.69,6952.32,5567.04
208808_s_at,na,'PPP6R1',3218.76,3245.42,3423.07,2599.4,3679.32
208809_s_at,na,'DCTN5',1260.12,1435.33,1611.68,1434.21,1577.76
208810_at,na,'DCTN5',675.158,719.183,648.004,589.838,786.959
208811_s_at,na,'EMG1',1252.15,1478.97,1601.49,1319.04,1558.13
208812_x_at,na,'KIF1B',13927.7,16547.6,16396.2,9240.37,10941.6
208813_at,na,'STX3',1433.19,1047.93,1056.77,1283.15,1565.02
208814_at,na,'NFKB1',633.275,569.197,654.81,585.164,824.374
208815_x_at,na,'OGT',1655.1,1599.5,1751.02,1702.22,1527.65
208816_x_at,na,'MINK1',3614.6,3618.83,3179.66,3938.43,4657.31
208817_at,na,'ABCF2',639.117,670.791,629.427,841.918,1336.21
208818_s_at,na,'GHITM',1802.62,2087.79,1802.91,1930.88,2280.82
208819_at,na,'GHITM',2590.35,2700.58,2761.94,3400,2752.58
208820_at,na,'DEGS1',1774.5,1325.65,1347.82,2186.28,1659.12
208821_at,na,'TUBA1C',5160.91,4299.79,4180.46,5701.92,6052.1
208822_s_at,na,'HARS2',1963.43,1522.23,1524.01,1876.26,1547.84
208823_s_at,na,'SORBS3',811.223,894.506,1124.48,412.723,362.064
208824_x_at,na,'KLHDC10',1187.96,1698.33,1737.71,458.965,585.677
208825_x_at,na,'KLHDC10',22491.3,26085.3,25370.9,22388.7,22807.9
208826_x_at,na,'SMC3',10253.4,10797.8,10408.2,12469.7,8991.06
208827_at,na,'SMC3',2732.99,3395.81,3590.51,4286.07,3611.07
208828_at,na,'SMC3',2245.31,1786.93,1807.67,2041.24,2147.51
208829_at,na,'NR2F6',3762.65,4219.87,4385.55,3859.03,3437.86
208830_s_at,na,'TSPAN4',208.355,417.709,500.865,251.32,407.677
208832_at,na,'TSPAN4',513.669,567.739,586.01,428.448,391.992
208833_s_at,na,'METTL3',4792.17,4028.66,3856.83,4500.58,4013.95
208834_x_at,na,'SLC39A8',23313.6,27272.6,25454.3,22627.3,22626.9
208835_s_at,na,'VPS45',1132.74,1022.11,911.089,908.906,985.952
208836_at,na,'LAMB3',3934.08,3468.18,3234.47,4866.95,4656.12
208837_at,na,'BPTF',1395.66,1310.17,1173.75,904.034,1122.26
208838_at,na,'NAB1',326.057,360.362,356.964,333.658,331.718
208839_s_at,na,'ISCA1',319.169,228.822,374.741,370.879,331.527
208840_s_at,na,'ISCA1',939.912,1142.44,829.252,1613.76,1176.15
208841_s_at,na,'CLN3',1663.78,1779.45,1286.87,1785.17,1697.73
208842_s_at,na,'GLRX',3531.14,2587.85,2906.99,3097.52,2179.27
208843_s_at,na,'TFPI2',998.791,810.504,1001.59,727.057,1098.44
208845_at,na,'TFPI2',3711.95,3828.79,3111.08,3233.49,3925.97
208846_s_at,na,'NSDHL',1591.66,1421.81,1368.84,1357.58,1042.96
208847_s_at,na,'ATP2B1',1180.92,1064.32,1098.55,1114.7,1259.98
208848_at,na,'FAM208A',726.015,751.629,1146.25,653.046,698.031
208852_s_at,na,'FAM208A',4698.16,4762.82,5488.52,5341.39,7047.74
208853_s_at,na,'CDC42EP3',6257.85,3866.77,4340.28,6444.5,3464.6
208854_s_at,na,'CDC42EP3',2756.65,2102.26,1845.46,1177.58,1254.85
208855_s_at,na,'CDC42EP3',5252.31,4861.54,4551.74,2511.87,3276.78
208856_x_at,na,'NFIB',21310.6,25644.9,23977.8,21253.5,21027.4
208857_s_at,na,'NFIB',1598.65,1243.55,1088.86,1057.66,1386.76
208858_s_at,na,'TNFRSF10B',716.921,1162.46,1361.69,942.289,1040.52
208859_s_at,na,'TNFRSF10B',95.3569,214.136,186.528,167.263,120.441
208860_s_at,na,'PPM1B',247.995,463.851,385.583,239.421,344.408
208861_s_at,na,'ITSN1',624.238,729.462,679.161,574.226,582.727
208862_s_at,na,'NECAP1',543.237,807.31,798.563,448.606,621.275
208863_s_at,na,'POLR2H',1429.43,1826.4,1582.22,1749.29,1090.65
208864_s_at,na,'NDUFS4',7166.63,6086.12,7829.87,7857.9,5782.28
208865_at,na,'GADD45B',2670.42,2809.12,2894.62,2912.91,3234.81
208866_at,na,'SWAP70',233.976,221.434,202.231,239.512,419.053
208867_s_at,na,'SWAP70',742.611,777.784,817.346,849.171,910.555
208869_s_at,na,'BNIP2',88.5878,134.942,106.631,155.208,142.601
208870_x_at,na,'CASP4',7865.17,7934.14,8069.28,8092.5,7150.2
208872_s_at,na,'BCL2L2',3550.88,3393.38,3049.21,3602.05,4010.33
208873_s_at,na,'HLA-DRB1 /// HLA-DRB4 /// HLA-DRB5 /// LOC105369230',1385.9,1271.36,1321.28,1709.98,1607.06
208874_x_at,na,'GPN1',434.286,802.827,706.424,335.267,512.461
208875_s_at,na,'HBS1L',1334.77,753.313,903.855,1186.56,747.294
208876_s_at,na,'HBS1L',333.971,256.224,292.536,310.802,215.968
208877_at,na,'POLR1C',1796.5,1609.14,1673.77,1509.03,1495.99
208878_s_at,na,'ADCY3',1220.97,692.464,911.705,836.459,718.274
208879_x_at,na,'ADCY3',552.453,476.66,493.129,699.33,660.912
208880_s_at,na,'PRKRIR',802.304,829.394,995.25,1047.31,1085.91
208881_x_at,na,'SLC35A2',1183.63,2443.12,2290.68,1766.58,1338.45
208882_s_at,na,'HIGD2A',445.818,503.761,585.585,442.32,554.896
208883_at,na,'HNRNPD',218.13,162.382,160.766,149.266,194.973
208884_s_at,na,'MAX',1240.26,1026.37,1114.58,1160.73,1246.73
208886_at,na,'MAX',1248.83,2018.6,2291.33,1758.73,2333.54
208887_at,na,'LOC102724159 /// PWP2',2030.01,2480.45,2322.66,3512.29,3126.06
208890_s_at,na,'PSIP1',1565.19,1141.77,1114.75,1324.48,1071.87
208891_at,na,'TFCP2',1720.25,2755.72,2257.63,3262.77,4887.09
208892_s_at,na,'UAP1',1567.59,2079.87,2010.68,2527.04,2842.27
208893_s_at,na,'IKBKB',1204.22,1597.85,1277.28,2905.06,2604.61
208894_at,na,'IKBKB',2567.77,2020.93,2025.58,1482.41,1685.46
208895_s_at,na,'EFHD1',1187.79,1083.8,1054.04,1130.35,886.682
208896_at,na,'TPM4',640.886,373.562,475.44,376.321,556.35
208897_s_at,na,'PI4K2A',1946.01,1283.56,1431.41,1491.86,1761.96
208898_at,na,'RAD50',2617.98,2604.51,2355.18,3584.92,3646.38
208899_x_at,na,'GPS2',2433.37,2159.67,2169.05,3359.55,3699.96
208900_s_at,na,'PLPP3',498.449,533.75,733.559,391.762,412.102
208901_s_at,na,'CITED2',2525.33,3222.89,2846.07,2286.2,2797.34
208904_s_at,na,'TAF11',13645.2,16351.3,15746.7,15456.7,16432.8
208905_at,na,'MED21',9402.28,7227.19,7196,8374.25,7584.2
208907_s_at,na,'MED21',1116.38,1343.5,1146.45,1989.55,1711.16
208908_s_at,na,'BAD',1092.76,1427.69,1362.87,758.518,951.635
208909_at,na,'ECM1',6488.09,7532.96,5902.78,7114.06,7715.3
208910_s_at,na,'CYB5A',4333.94,4170.77,3671.23,3554.52,3763.97
208911_s_at,na,'STXBP2',1340.49,1587.55,1756.72,1561.48,1601.02
208912_s_at,na,'ANXA3',805.485,1057.52,1134.42,742.445,938.418
208913_at,na,'SH3BP2',259.12,320.669,284.812,246.269,318.903
208914_at,na,'TUBB2A /// TUBB2B',492.955,401.228,464.493,362.531,443.215
208915_s_at,na,'SCAF11',461.428,481.226,344.653,423.346,374.445
208916_at,na,'HMGN3',953.112,793.773,879.245,1397.99,1047.95
208918_s_at,na,'CCSER2',677.338,748.033,633.815,1012.5,476.526
208919_s_at,na,'CCSER2',734.379,857.15,1034.66,978.698,536.004
208920_at,na,'ABCC5',286.738,209.637,148.648,168.387,249.162
208921_s_at,na,'POLR3C',2712.56,3236.18,3452.61,1942.35,2174.96
208922_s_at,na,'PROSC',1024.02,888.608,1005.86,1018.84,1021.49
208923_at,na,'PROSC',2379.19,2051.76,2210.34,1996.92,2221.34
208924_at,na,'TM4SF1',1236.05,1316.6,1226.26,1694.09,1511.62
208925_at,na,'TM4SF1',2369.58,2408.03,1786.97,1621.75,1101.6
208926_at,na,'PAPOLA',1245.1,1315.29,1270.04,941.31,1516.12
208927_at,na,'DBI',408.301,714.686,558.118,510.705,545.927
208929_x_at,na,'TSC1',10320.3,11764.5,10766.6,9361.6,10110.3
208930_s_at,na,'DPM2',1173.82,1035.1,947.938,1010.57,1123.6
208931_s_at,na,'EIF4E2',1679.36,1817.35,1743.55,1723.5,1543.99
208932_at,na,'ME2',1319.57,1036.24,1375.08,1168.91,1081.92
208933_s_at,na,'HIST1H1C',856.09,557.696,663.257,792.221,904.65
208934_s_at,na,'HLCS',870.521,607.769,646.125,1097.64,1138.42
208935_s_at,na,'TMED7',184.913,161.713,162.542,239.525,143.308
208936_x_at,na,'BAG2',1022.39,752.506,796.212,920.815,1159.41
208937_s_at,na,'DEAF1',1626.27,860.363,832.392,514.572,2184.48
208938_at,na,'KIF2C',272.906,351.048,294.75,295.189,230.541
208939_at,na,'GRB10',1386.51,1211.41,1280.44,1161.54,1301.56
208940_at,na,'GRB10',611.671,448.554,579.994,443.632,585.626
208941_s_at,na,'GGA3',1014.4,740.152,710.736,901.691,973.478
208942_s_at,na,'LOC102724200 /// TRAPPC10',570.898,707.348,850.491,594.486,730.698
208943_s_at,na,'B4GALT2',1756.45,1509.08,1476.9,1633.29,1671.52
208944_at,na,'FZR1',2140.33,2343.91,2239.31,5158.39,4646.49
208945_s_at,na,'FZR1',703.488,638.132,742.868,1070.71,850.424
208946_s_at,na,'IFI35',1204.01,1139.17,1355.79,1351.82,1238.82
208947_s_at,na,'THOC5',376.465,387.16,361.886,330.638,342.297
208948_s_at,na,'SMPD1',2730.84,2957.92,3019.92,2658.28,3066.68
208949_s_at,na,'MSH2',5542.51,5695.17,4899.78,4542.16,3522.87
208950_s_at,na,'PHF20',742.726,777.272,961.831,810.461,791.056
208951_at,na,'PHF20',555.29,575.024,661.994,622.838,406.529
208952_s_at,na,'AMACR /// C1QTNF3-AMACR',1112.86,901.354,937.049,1312.82,1113.31
208953_at,na,'AMACR /// C1QTNF3-AMACR',1012.05,1071.95,993.544,1311.01,1548.56
208954_s_at,na,'AMACR /// C1QTNF3-AMACR',741.046,795.008,926.102,743.727,855.289
208955_at,na,'ZFPL1',753.536,624.213,539.157,529.158,528.301
208956_x_at,na,'EIF2B4',3036.36,2985.92,2627.71,2460.66,2842.7
208957_at,na,'BTAF1',230.427,183.011,213.794,236.787,236.545
208959_s_at,na,'CREB3',1345.07,1172.01,1232.87,1435.57,1369.97
208960_s_at,na,'PPAT',790.521,1128.89,919.08,988.52,741.09
208961_s_at,na,'PPAT',975.2,1044.89,1045.66,1299.57,877.457
208962_s_at,na,'ARHGEF2',1063.76,2114.72,1930.21,1572.74,1763.68
208963_x_at,na,'SPON1',643.454,1394.51,1338.26,784.584,786.216
208964_s_at,na,'PHKA2',1330.01,2320.31,2188.63,1336.51,1652.36
208965_s_at,na,'PRPS1',509.706,888.334,835.651,782.282,530.161
208966_x_at,na,'RAP1GDS1',1102.49,2099.71,1959.9,1728.21,1556.08
208967_s_at,na,'COA1',2328.32,2129.44,2250.08,3124.28,2501.23
208968_s_at,na,'HTATIP2',1793.25,1668.13,1520.09,2036.44,2007.36
208969_at,na,'LSM2',1526.47,1375.46,1451.74,1265.67,1851.06
208970_s_at,na,'OSGEP',1416.14,1546.77,1636.59,2421.07,1711.5
208971_at,na,'TANK',588.815,625.013,751.853,1282.12,758.495
208972_s_at,na,'VTI1B',1981.87,1324.29,1434.81,1981.61,1587.69
208973_at,na,'TEAD3',447.109,443.864,383.571,454.661,426.938
208974_x_at,na,'FBXW11',6070.46,5847.99,6146.45,6177.45,6959.83
208975_s_at,na,'FBXW11',1602.5,1154.58,1199.79,1060.69,1201.12
208977_x_at,na,'DUSP5',13543.7,14156.7,13403.1,10820.9,10602.7
208979_at,na,'WDR18',993.914,1165.43,1315.97,816.203,866.005
208980_s_at,na,'AURKB',13052,13019.3,12735.2,12023.4,13439.5
208984_x_at,na,'PTN',839.163,1090.34,1143.25,439.643,463.596
208985_s_at,na,'MKNK1',1328.46,1086.47,766.336,1459.6,1703.11
208986_at,na,'FNTA',642.08,840.806,772.577,731.302,668.26
208987_s_at,na,'CCBL2',446.648,603.316,696.802,468.239,613.698
208988_at,na,'USP15',487.097,424.157,413.245,317.941,330.073
208990_s_at,na,'TMX1',1044.69,820.69,838.294,1441.74,1097.86
208991_at,na,'EMD',2514.66,2310.9,2002.98,2798.71,2660.65
208992_s_at,na,'STRA13',1036.7,1081.57,1089.12,1403.02,1364.93
208993_s_at,na,'CCDC28A',331.804,411.73,342.039,321.527,235.663
208994_s_at,na,'SNRK',445.992,564.758,497.728,520.739,482.88
208996_s_at,na,'POP7',1221.65,1165.47,1061.84,1383.72,1541.59
208997_s_at,na,'NSL1',895.575,1236.74,1155.88,887.227,807.266
208998_at,na,'OSBPL1A',1469.71,1871.9,1635.36,1395.86,1251.32
208999_at,na,'UTP3',946.615,826.224,926.72,595.643,563.787
209001_s_at,na,'RBPMS',2373.11,1897.56,1908.79,2064.39,2330.65
209003_at,na,'CELF1',728.749,825.057,860.579,888.479,1202.16
209004_s_at,na,'PPT2',704.058,928.208,815.76,956.022,976.349
209007_s_at,na,'ATP5I',228.077,154.305,170.617,233.676,244.688
209008_x_at,na,'PATZ1',1920.2,2771.99,2926.09,2503.54,1856.96
209009_at,na,'RBM4B',3974.02,3180.2,3345.31,2706.84,1604.58
209010_s_at,na,'TNFSF12-TNFSF13 /// TNFSF13',163.699,140.199,73.4382,110.267,187.169
209011_at,na,'TNFSF12-TNFSF13 /// TNFSF13',1586.11,1233.6,1490.22,1142.03,1415.05
209012_at,na,'PSMC5',916.875,674.335,635.02,358.119,663.534
209014_at,na,'RPA3',1021.66,1566.63,1482.94,1050.73,1271.9
209015_s_at,na,'DPAGT1',1528.04,1287.84,1603.51,1644.91,2816.22
209016_s_at,na,'RNF139',2062.64,2238.86,2219.44,1334.82,1070.44
209017_s_at,na,'POLR2F',1680.8,1660.93,1807.25,1118.25,1223.36
209018_s_at,na,'HSDL2',817.706,1237.41,1228.36,1479.5,743.999
209019_s_at,na,'HSDL2',715.76,912.498,1039.1,1009.56,798.976
209020_at,na,'RAB27A',1124.86,992.885,896.576,1125.76,967.827
209022_at,na,'RAB27A',1479.66,1583.03,1596.96,1504.62,1592.52
209023_s_at,na,'ASH2L',246.744,243.463,196.816,397.805,351.737
209024_s_at,na,'SMARCD1',2154.45,1859.83,2272.6,2656.97,2509.43
209025_s_at,na,'NCBP1',915.187,826.166,842.596,1006.82,926.879
209026_x_at,na,'NCBP1',22328.5,25122,24708.1,21723.5,23934
209027_s_at,na,'CRAT',880.099,975.904,748.757,820.365,902.174
209028_s_at,na,'TAF2',375.443,416.706,330.204,359.719,337.23
209029_at,na,'HDGFRP3',1064.5,1265.86,883.938,1102.88,1053.74
209033_s_at,na,'HDGFRP3',1503.29,1267.8,954.059,1052.5,1001.76
209034_at,na,'EXOSC2',163.67,189.178,265.991,275.098,179.997
209036_s_at,na,'PLPP2',3891.34,3557.92,3637.83,2959.13,3003.13
209037_s_at,na,'GSTZ1',567.622,693.104,776.391,306.192,433.364
209038_s_at,na,'PLAA',475.568,788.935,668.456,323.028,397.332
209039_x_at,na,'AKAP13',2499.4,2994.93,4074.44,1579.52,1728.3
209040_s_at,na,'EHD4',998.481,1450.65,1666.07,2079.25,1315.62
209041_s_at,na,'EXTL2',586.046,410.582,483.262,459.066,593.467
209042_s_at,na,'ZNF32',597.572,650.824,656.868,563.218,599.984
209043_at,na,'CD34',1165.45,1366,1442.76,2178.43,1086.88
209044_x_at,na,'RIPK2',1526.21,1379.97,1496.46,1443,1445.31
209045_at,na,'DGUOK',821.374,876.145,908.217,823.53,855.067
209046_s_at,na,'YIPF4',1416.96,1763.42,1470.21,1625.27,1992.61
209048_s_at,na,'VPS8',900.748,954.972,1040.99,1343.78,1061.02
209049_s_at,na,'NCDN',716.653,981.539,965.158,1368.91,904.666
209050_s_at,na,'CALM1 /// CALM2',297.656,447.519,424.814,184.141,217.296
209052_s_at,na,'RNF113A',1076.9,938.558,947.169,1078.42,842.408
209053_s_at,na,'INSIG2',1828.91,1373.14,1539.02,1883.82,1724.27
209054_s_at,na,'RRS1',1161.33,1141.08,1228.69,1172.53,782.179
209055_s_at,na,'EED',1049.1,900.266,939.307,1503.03,1136.4
209056_s_at,na,'IL10RB',1305.23,1195.68,1062.35,1381.89,1259.59
209057_x_at,na,'GNAI1',451.576,619.1,641.322,524.7,519.835
209058_at,na,'PCYT2',1871.99,2180.02,1839.63,1373.29,1395.73
209059_s_at,na,'POFUT2',1517.8,1693.61,1897.91,1311.87,1441.7
209060_x_at,na,'MBD4',276.718,225.544,226.551,283.616,254.189
209061_at,na,'MBD4',204.914,219.355,218.033,254.919,283.963
209063_x_at,na,'PLA2G16',1863.52,1791.54,1617.08,1760.59,1627.93
209064_x_at,na,'APOBEC3C',1090.7,1098.4,991.595,657.491,732.493
209065_at,na,'MINPP1',441.527,318.035,259.301,472.717,460.702
209066_x_at,na,'PRUNE',3768.63,5225.68,3914.67,3321.37,2197.38
209067_s_at,na,'PITX1',3070.34,2101.87,2219.61,2177.43,2206.23
209068_at,na,'EPHB2',505.98,623.654,587.288,563.906,456.226
209069_s_at,na,'DCAF7',6478.39,6703.94,6924.04,7002.45,7314.63
209073_s_at,na,'TOR1B',334.937,355.264,371.42,330.233,363.987
209075_s_at,na,'GTF2F2',2014.88,2139.86,2089.79,2458.51,2920.98
209076_s_at,na,'PNMA2',2738.2,2697.78,2352.93,3152.14,3008.11
209077_at,na,'ACOX1',838.598,800.526,810.709,759.865,932.015
209078_s_at,na,'GATA3',836.281,1020.37,934.397,988.031,928.133
209080_x_at,na,'TST',3453.24,2905.78,2752.96,3029.15,3417.23
209084_s_at,na,'LOC105369243 /// SLX1A-SULT1A3 /// SLX1B-SULT1A4 /// SULT1A3 /// SULT1A4',146.756,263.719,212.692,266.963,150.914
209085_x_at,na,'ACAT2',540.79,433.643,645.545,542.879,459.492
209086_x_at,na,'MRPL9',467.633,531.306,481.955,1106.09,461.291
209087_x_at,na,'SLC1A4',475.949,619.426,572.849,1721.71,949.291
209088_s_at,na,'CD74',626.554,545.123,610.255,477.169,531.039
209089_at,na,'ABCB7',2502.98,2507.71,2687.22,3951.95,2989.36
209090_s_at,na,'MCCC2',1397.08,1716.13,1444.31,958.284,918.142
209091_s_at,na,'MCCC2',2508.74,2447.13,2499.18,2860.71,2599.04
209092_s_at,na,'PIGH',1307.65,1345.28,1437.88,1348.63,1250.27
209093_s_at,na,'OSBPL3',1012.85,803.151,902.001,1073.2,767.333
209094_at,na,'OSBPL3',4726.46,4088.21,3815.54,3221.17,2372.08
209095_at,na,'NXT2',2687.62,2052.13,2149.57,1927.52,1862.87
209096_at,na,'NXT2',567.305,549.328,740.982,775.354,885.031
209098_s_at,na,'FBXW2',198.107,286.121,302.914,406.408,396.334
209099_x_at,na,'PPP2R3A',806.45,898.235,1480.28,1929.63,1323.19
209100_at,na,'PPP2R3A',2235.25,1815.41,2126.44,2207.7,2468.95
209101_at,na,'AP1S1',2977.71,3039.6,3231.12,7771.98,12214.4
209102_s_at,na,'PML',386.249,463.072,421.956,462.451,383.398
209103_s_at,na,'BUB1',1066.04,1105.07,999.002,1265.35,1550.77
209104_s_at,na,'ALDH1B1',4017.76,2905.62,2921.3,5530.02,4515.24
209108_at,na,'ALDH1B1',775.123,1026.02,1040.43,1344.28,1151.83
209109_s_at,na,'SOCS5',831.243,894.537,1031.25,1110.24,893.149
209110_s_at,na,'SOCS5',1003.32,961.94,1113.51,1251.53,1384.09
209111_at,na,'STAM2',1072.03,1281.54,1150.55,1660.69,1474.86
209112_at,na,'TGFB1I1',652.919,412.853,436.113,466.865,460.989
209113_s_at,na,'KPNA4',331.911,586.204,517.208,302.539,441.806
209115_at,na,'ICE1',784.252,731.343,602.734,843.739,708.104
209117_at,na,'HSF2',655.758,956.791,932.615,851.718,1001.05
209118_s_at,na,'CDC16',975.411,2407.56,2628.92,1732.4,1072.51
209119_x_at,na,'CDC16',150.574,256.379,357.653,219.098,184.475
209120_at,na,'KIFC3',1749.18,1930.62,1822.12,1722.35,1757.85
209121_x_at,na,'CETN3',1943.88,2337.76,2391.6,2302.07,1786.84
209122_at,na,'CYB561D2',1805.12,1234.07,954.422,2353.67,2361.28
209123_at,na,'CHUK',1326.16,997.088,885.908,977.664,1686.76
209124_at,na,'CES2',1893.06,1759.96,1620.08,1805.56,1916.36
209127_s_at,na,'SERBP1',994.438,1149.67,1226.41,1425.7,1039.08
209128_s_at,na,'CRY1',830.455,799.839,853.234,671.197,805.771
209129_at,na,'HNRNPUL1',1955.38,1949.65,1569.28,1207.14,1014.24
209130_at,na,'TFPI',798.592,697.533,643.281,888.484,717.626
209132_s_at,na,'PRKCI',1216.59,1053.3,1212.51,1142.22,1557.88
209134_s_at,na,'PRKCI',13049.4,14601.6,13922.5,13328.9,14758.7
209135_at,na,'SMAGP',883.682,592.364,646.525,844.413,810.113
209136_s_at,na,'KIFC1',1167.03,830.866,745.746,1123.94,1156.43
209137_s_at,na,'SLC19A2',1072.18,996.153,1021.99,1167.31,1209.79
209139_s_at,na,'CBLB',643.298,655.468,534.442,527.489,548.231
209140_x_at,na,'RIN2',15627.4,19349.5,17816.4,10254.2,14258.2
209141_at,na,'CCDC93',1447.48,1243.04,1477.3,1247.23,1528.45
209142_s_at,na,'PTS',836.4,614.939,714.981,903.913,721.834
209143_s_at,na,'PTP4A3',1422.16,1209.31,1338.06,1508.47,1345.6
209146_at,na,'FBP1',387.217,1098.15,1233.81,509.326,623.139
209147_s_at,na,'ERAP1',581.429,795.742,797.034,924.49,751.716
209148_at,na,'FTO',619.964,715.523,653.835,918.82,728.534
209149_s_at,na,'METTL7A',1139.74,880.182,1079.84,1198.96,1041.54
209150_s_at,na,'MTF2',1620.06,1139,1114.92,1358.2,1460.21
209153_s_at,na,'MTF2',737.169,501.735,554.79,336.918,236.282
209154_at,na,'NKX3-1',3286.29,3354.32,3715.97,3865.88,4421.76
209155_s_at,na,'PIGK',588.935,430.149,479.845,378.024,484.498
209156_s_at,na,'HMMR',408.56,464.622,449.608,398.791,251.709
209157_at,na,'SLC35D1',725.074,720.808,739.276,832.798,1010.12
209158_s_at,na,'SLC35D1',357.883,439.028,449.015,267.565,430.482
209160_at,na,'CDKN3',217.695,1040.39,1000.51,255.05,537.83
209161_at,na,'CBX5',1821.26,1461.76,1495.94,2190.46,1430.74
209162_s_at,na,'CSF1',1493.88,1477.78,1418.71,1906.83,1453.01
209163_at,na,'EVI5',900.288,955.277,1047.85,690.745,612.891
209164_s_at,na,'ZBTB14',604.467,616.493,699.203,555.052,796.722
209165_at,na,'UTP20',2063.18,1989.09,2048.52,1888.67,1951.27
209166_s_at,na,'GAS2L1',507.69,555.13,920.383,752.752,815.083
209171_at,na,'CLEC2B',1723.97,1526.21,1488.23,1690.96,1459.88
209172_s_at,na,'ABCG2',311.031,393.882,326.992,257.604,240.802
209174_s_at,na,'MAGI2',678.993,999.477,766.51,910.773,961.788
209175_at,na,'PSG6',521.452,471.728,530.443,446.924,551.277
209177_at,na,'SCAPER',638.796,1124.24,1213.43,836.235,880.21
209179_s_at,na,'ITCH',1859.76,2370.38,2341.31,1261.96,1310.9
209180_at,na,'ITCH',1056.84,738.986,830.342,1026.04,880.128
209181_s_at,na,'COQ7',1900.1,1500.39,2357.93,2348.9,1879.34
209184_s_at,na,'NR1D2',853.19,898.411,867.47,455.401,821.885
